JHS_AVE,171_SHS,172_SHS,181_SHS,182_SHS,191_UNTS,191_GPA,192_UNTS,192_GPA,201_UNTS,201_GPA,202_UNTS,202_GPA,COLL_GPA_AVERAGE,SHS_GPA_AVERAGE,UNITS_AVERAGE,SEX,AGE,IS_PROVINCE,IS_LIVING_WITH_FAMILY,IS_BOARDING,JHS_TYPE,IS_SCHOLAR,PARENTS_MONTHLY_INCOME,FATHER_EDUC_BACKGROUND,MOTHER_EDUC_BACKGROUND,IS_GRADUATE
2.2,1.8,1.6,1.4,1.6,29,1.9,20,2.2,0,5,17,2.6,2.9,1.6,16.5,F,19,1,0,1,P,0,4,4,4,Not Completed
1.7,1.6,1.6,1.4,1.4,29,1.6,29,1.9,29,1.7,0,5,2.6,1.5,21.8,F,18,0,1,0,G,0,4,3,2,Not Completed
1.6,1.8,1.6,1.6,1.4,30,2.3,29,2.1,33,2,32,1.8,2.1,1.6,31,F,19,0,1,0,G,1,4,3,3,Not Completed
1.6,1.4,1.4,1.3,1.2,26,1.7,26,1.7,0,5,0,5,3.4,1.3,13,F,19,0,1,0,G,0,2,4,2,Not Completed
1.7,1.6,1.4,1.4,1.4,30,1.7,29,1.6,33,1.8,32,1.9,1.8,1.5,31,F,19,1,0,1,P,1,2,4,3,Not Completed
2.1,1.8,1.4,1.8,1.6,27,2,26,2.3,29,2.3,24,2.3,2.2,1.7,26.5,F,18,0,1,0,G,0,2,3,3,Completed
1.7,1.8,1.8,1.6,1.4,29,1.5,29,2,0,5,0,5,3.4,1.7,14.5,M,19,0,1,0,G,0,3,4,3,Not Completed
2.2,2,1.8,1.6,1.4,26,5,0,5,0,5,0,5,5,1.7,6.5,F,19,0,1,0,G,0,2,4,2,Not Completed
1.5,1.6,1.4,1.4,1.4,29,1.7,29,1.9,0,5,0,5,3.4,1.5,14.5,F,19,0,1,0,G,0,4,3,2,Not Completed
1.6,1.6,1.4,1.4,1.4,29,1.8,29,1.7,29,1.7,0,5,2.6,1.5,21.8,F,19,0,1,0,G,0,3,3,3,Not Completed
1.9,1.6,1.6,1.6,1.4,29,1.9,29,1.9,29,1.9,27,1.8,1.9,1.6,28.5,F,19,0,1,0,G,1,3,3,3,Not Completed
1.8,1.6,1.6,1.6,1.5,29,5,0,5,0,5,0,5,5,1.6,7.3,F,19,1,1,0,P,0,2,3,2,Not Completed
1.5,1.2,1.4,1.4,1.2,26,1.7,26,1.7,28,1.9,26,1.7,1.8,1.3,26.5,M,19,1,1,0,G,1,2,3,3,Completed
1.5,1.4,1.2,1.2,1.2,29,1.6,29,1.7,29,1.7,24,1.7,1.7,1.3,27.8,F,19,0,1,0,G,1,2,3,2,Completed
2.2,1.9,2,1.6,1.7,29,2.4,29,2.2,0,5,0,5,3.7,1.8,14.5,F,18,0,1,0,G,0,3,4,4,Not Completed
2.4,2,1.7,1.8,2,26,2.5,26,2.5,0,5,0,5,3.8,1.9,13,M,19,0,1,0,P,0,2,3,3,Not Completed
1.9,1.8,1.6,2,1.4,20,2.2,23,2.2,0,5,0,5,3.6,1.7,10.8,M,20,1,0,1,G,0,2,3,2,Not Completed
1.7,2,1.8,1.8,1.4,26,2,23,1.8,0,5,0,5,3.5,1.8,12.3,F,19,1,0,1,G,0,2,3,2,Not Completed
1.4,1.6,1.6,1.6,1.6,26,1.7,26,1.6,18,1.7,23,1.7,1.7,1.6,23.3,F,19,0,1,0,G,1,3,3,2,Completed
2.1,1.8,1.6,2,1.6,29,2,29,2.3,23,2,20,2.1,2.1,1.8,25.3,F,19,0,1,0,G,1,3,3,3,Completed
2.2,1.6,1.8,2,1.6,25,2.3,24,5,0,5,0,5,4.3,1.8,12.3,M,19,1,1,0,G,0,2,3,2,Not Completed
2.2,2.2,2.4,2,1.6,29,2.3,29,2.1,29,5,0,5,3.6,2.1,21.8,F,20,1,1,0,G,0,4,4,4,Not Completed
1.7,1.6,1.6,1.6,1.4,26,1.5,26,1.6,32,1.4,6,1.5,1.5,1.6,22.5,F,18,0,1,0,G,0,3,3,2,Completed
2,1.8,1.8,1.6,1.2,26,1.4,26,1.6,32,1.7,6,1.7,1.6,1.6,22.5,F,18,1,0,1,P,0,3,3,3,Completed
1.5,1.7,1.6,1.5,1.3,26,1.9,26,1.8,32,1.6,6,1.8,1.8,1.5,22.5,F,19,1,0,1,G,0,2,3,3,Completed
1.7,1.8,1.6,1.5,1.4,26,1.9,26,1.7,0,5,0,5,3.4,1.6,13,F,18,0,1,0,G,0,3,4,3,Not Completed
2.2,2,1.8,1.8,1.4,29,5,0,5,0,5,0,5,5,1.8,7.3,F,19,0,1,0,G,0,3,4,3,Not Completed
1.9,1.8,1.6,1.6,1.4,29,1.5,30,1.6,0,5,0,5,3.3,1.6,14.8,F,20,0,1,0,G,0,3,3,2,Not Completed
2,1.8,1.6,1.6,1.2,29,2,29,2.3,14,5,12,5,3.6,1.6,21,M,19,0,1,0,P,0,4,3,2,Not Completed
1.6,1.8,1.6,1.6,1.4,29,1.9,29,2.1,25,1.8,20,1.8,1.9,1.6,25.8,F,19,1,1,0,G,0,3,3,3,Completed
1.7,1.6,1.6,1.4,1.4,29,1.8,26,2,0,5,0,5,3.5,1.5,13.8,M,19,1,1,0,P,0,4,4,4,Not Completed
1.3,1.6,1.8,2,1.4,23,1.6,24,1.7,0,5,0,5,3.3,1.7,11.8,F,19,0,1,0,G,0,3,3,3,Not Completed
2.5,2,2.2,1.8,2,25,2.5,27,3,0,5,0,5,3.9,2,13,M,19,1,0,1,P,0,2,3,2,Not Completed
2.2,2,2,1.6,1.4,26,2.3,26,2.2,23,2.3,23,2.2,2.3,1.8,24.5,M,20,0,1,0,G,1,4,3,2,Completed
1.3,1.4,1.4,1.2,1.2,25,1.5,24,1.6,26,1.6,25,1.6,1.6,1.3,25,M,19,1,0,1,G,0,2,3,2,Not Completed
2.2,2,2,2.4,1.8,29,2.2,29,2.3,0,5,0,5,3.6,2.1,14.5,F,19,0,1,0,G,0,3,4,4,Not Completed
2,1.8,1.8,1.6,1.6,25,2.2,20,2.9,23,2.1,21,1.8,2.3,1.7,22.3,F,18,1,0,1,P,0,4,3,3,Not Completed
2,2,2.2,2.2,1.6,30,2,29,2.1,0,5,0,5,3.5,2,14.8,M,22,0,1,0,G,0,3,3,3,Not Completed
2.2,2.2,2.1,2.2,1.8,30,2.8,26,5,0,5,0,5,4.5,2.1,14,M,19,0,1,0,G,0,3,3,3,Not Completed
2.2,2,2,2.2,1.8,30,2.2,29,2.3,33,2.1,32,2.1,2.2,2,31,M,19,0,1,0,G,1,2,3,3,Completed
2,2.2,1.8,1.8,1.6,25,5,20,5,0,5,0,5,5,1.9,11.3,F,18,1,0,1,P,0,2,3,3,Not Completed
2.1,1.9,1.8,2,1.8,17,1.6,20,1.9,0,5,0,5,3.4,1.9,9.3,M,19,0,1,0,G,0,4,3,3,Not Completed
2,1.8,1.8,1.8,1.6,26,3.2,0,5,0,5,0,5,4.6,1.8,6.5,M,20,1,0,1,G,0,4,4,3,Not Completed
1.8,1.6,1.4,1.4,1.4,29,1.9,29,2,15,2,20,1.8,1.9,1.5,23.3,F,19,1,1,0,P,0,3,3,3,Completed
2,1.8,2,1.7,1.8,26,1.9,26,2.5,0,5,0,5,3.6,1.8,13,M,19,0,1,0,P,0,2,4,4,Not Completed
1.9,1.8,1.8,1.4,1.4,29,1.9,29,1.9,29,1.8,27,1.7,1.8,1.6,28.5,F,19,0,1,0,G,1,3,3,3,Completed
1.8,2,2,1.8,1.6,30,1.8,29,1.9,0,5,0,5,3.4,1.9,14.8,F,18,1,0,1,P,0,3,3,3,Not Completed
2.1,2,2,1.8,1.6,26,2,26,1.9,0,5,0,5,3.5,1.9,13,F,19,1,1,0,P,0,4,3,3,Not Completed
1.7,1.6,1.8,1.4,1.4,27,1.9,27,1.9,29,1.8,27,1.7,1.8,1.6,27.5,F,18,0,1,0,G,1,3,3,2,Completed
2.4,1.8,2.2,2.4,2.3,25,2.3,21,2.5,0,5,0,5,3.7,2.2,11.5,M,18,0,1,0,G,0,4,3,2,Not Completed
2.2,1.6,1.8,1.8,1.8,25,2.2,24,2.4,0,5,0,5,3.7,1.8,12.3,F,18,1,0,1,G,0,3,3,3,Not Completed
2.2,2,2,2,1.6,26,2.2,26,1.8,23,2.3,23,1.9,2.1,1.9,24.5,M,18,0,1,0,P,1,2,3,2,Completed
2.4,2.2,2.2,2.2,1.8,26,2.3,26,1.9,23,2.1,23,2.1,2.1,2.1,24.5,M,18,1,1,0,P,0,2,3,3,Completed
2,2,1.8,1.8,1.6,26,2.2,23,2.5,0,5,0,5,3.7,1.8,12.3,M,19,0,1,0,G,0,3,4,3,Not Completed
2.4,2.4,2.4,2.3,2,26,2.5,26,2.4,23,2.3,23,2.2,2.4,2.3,24.5,M,20,0,1,0,G,1,3,4,4,Completed
2.1,2.2,2,2.2,1.9,26,2,26,5,0,5,0,5,4.3,2.1,13,F,19,1,1,0,P,0,3,3,3,Not Completed
1.6,2,1.8,2,2,26,2.2,26,2.3,0,5,0,5,3.6,2,13,F,18,0,1,0,G,0,3,3,3,Not Completed
2,1.8,1.6,1.7,1.8,26,1.9,25,2,22,2,22,1.7,1.9,1.7,23.8,F,19,0,1,0,G,1,3,4,2,Completed
1.8,1.6,1.4,1.4,1.4,29,1.8,29,1.9,29,1.8,27,1.7,1.8,1.5,28.5,F,19,0,1,0,G,1,2,3,3,Completed
2.1,1.8,1.8,1.6,1.4,29,1.7,23,2,23,2.3,20,2.1,2,1.7,23.8,F,20,0,1,0,G,1,3,3,2,Completed
2.1,1.8,2,1.8,1.5,26,2.6,22,1.8,28,2.3,26,2,2.2,1.8,25.5,M,19,1,0,1,G,1,4,4,3,Completed
1,0,1.8,1.8,1.8,29,2.1,29,2,29,1.9,27,1.8,2,1.4,28.5,F,19,1,1,0,P,1,2,3,3,Completed
1.9,1.4,1.5,1.6,1.4,25,2,24,2.4,0,5,0,5,3.6,1.5,12.3,F,18,1,1,0,G,0,3,3,3,Not Completed
2.3,2,2,2.2,1.6,26,1.7,26,2.1,0,5,0,5,3.5,2,13,M,19,0,1,0,G,0,2,3,2,Not Completed
1.4,1.3,1.4,1.4,1.2,26,1.6,26,1.7,0,5,0,5,3.3,1.3,13,F,19,0,1,0,G,0,3,3,3,Not Completed
2.4,2.2,2,1.8,1.4,26,2.3,25,5,0,5,0,5,4.3,1.9,12.8,M,19,0,1,0,G,0,2,3,3,Not Completed
1.9,2,2,2,1.6,26,2.1,26,2,0,5,0,5,3.5,1.9,13,F,19,0,1,0,G,0,2,3,3,Not Completed
2.2,2,2,2,1.8,26,2.1,26,1.8,0,5,0,5,3.5,2,13,F,19,1,0,1,G,0,2,4,4,Not Completed
1.6,1.4,1.4,1.6,1.4,26,1.7,25,1.6,22,1.7,22,1.5,1.6,1.5,23.8,F,18,0,1,0,P,0,4,3,2,Completed
1.8,2,2,1.8,1.6,26,2,26,2,0,5,0,5,3.5,1.9,13,F,18,1,0,1,P,0,2,3,3,Not Completed
2,2,1.7,1.6,1.6,26,2,0,5,0,5,0,5,4.3,1.7,6.5,F,19,0,1,0,G,0,3,3,3,Not Completed
2.5,2.2,2,2,1.8,26,5,24,2.3,0,5,0,5,4.3,2,12.5,M,18,0,1,0,G,0,4,3,3,Not Completed
1.6,1.6,1.6,1.6,1.4,26,2.1,25,2.3,0,5,0,5,3.6,1.6,12.8,F,18,0,1,0,G,0,2,3,2,Not Completed
1.3,1.4,1.4,1.4,1.1,25,2,24,2.2,26,1.7,25,1.9,2,1.3,25,F,19,0,1,0,G,0,4,3,3,Completed
2.3,1.6,1.6,1.6,1.6,27,2.2,27,2.1,0,5,0,5,3.6,1.6,13.5,F,20,0,1,0,P,0,4,3,3,Not Completed
1.8,2,1.8,1.4,1.2,27,1.8,23,1.9,21,1.9,29,1.9,1.9,1.6,25,F,19,0,1,0,G,1,3,4,2,Completed
2,2.2,2.2,2.2,1.8,29,1.9,29,2,0,5,0,5,3.5,2.1,14.5,F,19,1,0,1,G,0,2,3,3,Not Completed
1.8,1.4,1.6,1.8,1.6,25,2.2,24,2.3,26,1.8,25,1.7,2,1.6,25,M,19,1,0,1,G,1,4,3,2,Not Completed
1.8,1.6,1.6,1.8,1.4,25,1.9,24,2,26,2,25,1.9,2,1.6,25,F,19,0,1,0,G,1,3,3,3,Completed
2.1,2,2,1.8,1.6,29,2.1,26,2.2,0,5,0,5,3.6,1.9,13.8,F,19,1,1,0,G,0,2,3,3,Not Completed
1.9,1.8,1.7,1.6,1.4,29,1.6,29,2.1,23,1.9,20,2,1.9,1.6,25.3,F,18,0,1,0,G,1,2,3,3,Completed
1.9,1.6,1.6,1.6,1.4,26,1.7,25,2.1,26,1.7,28,1.7,1.8,1.6,26.3,F,18,0,1,0,P,1,4,3,3,Completed
1.5,1.6,1.4,1.4,1.2,29,5,0,5,0,5,0,5,5,1.4,7.3,F,19,0,1,0,G,0,2,4,4,Not Completed
2.4,2,2,2,1.6,30,2.1,29,2,33,1.9,32,1.8,2,1.9,31,M,20,0,1,0,G,1,4,3,2,Completed
2.5,2.2,2.2,2,1.8,30,2.1,29,2.4,33,2.4,32,2.4,2.3,2.1,31,M,21,0,1,0,P,1,4,3,2,Completed
1.6,1.6,1.6,1.4,1.4,29,1.6,0,5,0,5,0,5,4.2,1.5,7.3,F,18,0,1,0,G,0,4,3,3,Not Completed
1.4,1.6,1.4,1.4,1.4,29,1.6,29,1.7,29,1.6,27,1.6,1.6,1.5,28.5,F,19,0,1,0,G,1,2,3,3,Completed
1.8,1.8,1.8,1.6,1.4,29,1.7,29,2.1,23,1.8,20,1.9,1.9,1.7,25.3,F,19,0,1,0,G,1,2,4,3,Completed
1.6,1.4,1.2,1.4,1.2,20,1.8,26,1.9,23,1.5,23,1.8,1.8,1.3,23,F,19,1,1,0,P,0,2,4,2,Completed
1.9,2,2,2,2,29,1.9,29,1.8,0,5,0,5,3.4,2,14.5,F,19,0,1,0,G,0,2,3,3,Not Completed
1.6,1.6,1.6,1.5,1.2,26,1.8,26,1.9,23,2,23,1.7,1.9,1.5,24.5,F,18,0,1,0,G,1,4,3,3,Completed
1.8,1.4,1.5,1.6,1.4,26,2,28,2.1,29,1.8,27,1.5,1.9,1.5,27.5,M,19,0,1,0,G,1,2,4,2,Completed
2.2,2,1.8,1.8,1.6,26,2.5,26,2.3,0,5,0,5,3.7,1.8,13,M,19,0,1,0,P,0,4,4,4,Not Completed
2.3,2,2.2,2,1.6,30,1.9,29,2,33,5,0,5,3.5,2,23,M,19,0,1,0,G,0,4,3,3,Not Completed
1.9,1.8,1.8,1.6,1.6,26,2.2,26,2.2,0,5,0,5,3.6,1.7,13,M,19,0,1,0,G,0,3,3,3,Not Completed
1.6,1.4,1.4,1.2,1.2,29,1.6,18,2,0,5,27,1.6,2.6,1.3,18.5,F,18,0,1,0,G,1,3,4,2,Not Completed
2.3,2.4,2.2,2,1.8,26,2.1,26,2.2,32,1.8,6,1.7,2,2.1,22.5,F,20,0,1,0,G,1,2,3,3,Completed
1.7,1.8,1.8,1.6,1.6,26,1.9,26,2.1,26,2,23,2.1,2,1.7,25.3,F,18,0,1,0,G,1,3,3,3,Completed
1.8,1.6,1.6,1.6,1.4,32,1.7,32,2.1,32,1.9,17,1.3,1.8,1.6,28.3,F,19,0,1,0,G,0,4,3,3,Completed
2.2,2,2,2.2,1.6,30,2.6,29,2.5,33,2.2,32,2.3,2.4,2,31,M,20,0,1,0,G,1,4,3,3,Completed
1.6,1.4,1.4,1.2,1.4,29,1.7,17,2.1,0,5,0,5,3.5,1.4,11.5,F,19,0,1,0,G,0,2,4,4,Not Completed
2.5,2.3,2.4,2.2,2.3,20,5,0,5,0,5,0,5,5,2.3,5,M,19,0,1,0,G,0,2,3,2,Not Completed
1.3,1.4,1.4,1.2,1.2,32,1.4,32,1.5,32,1.3,30,1.4,1.4,1.3,31.5,F,18,1,1,0,G,1,3,3,3,Completed
1.9,1.6,1.8,1.8,1.4,26,2,26,1.8,23,2,23,1.7,1.9,1.7,24.5,M,20,0,1,0,G,1,3,3,3,Completed
1.8,1.6,1.4,1.4,1.4,26,1.8,26,1.7,32,1.5,6,1.4,1.6,1.5,22.5,F,20,1,1,0,P,0,2,3,3,Completed
1.6,1.6,1.6,1.8,1.6,29,1.6,29,1.9,23,1.7,20,1.9,1.8,1.7,25.3,F,19,0,1,0,P,1,4,3,3,Completed
1.7,1.8,1.6,1.8,1.6,30,1.8,29,2.2,33,1.9,32,2.2,2,1.7,31,F,19,0,1,0,G,1,4,3,3,Completed
2.2,2,2.2,2.4,2,26,2.3,26,2,23,1.5,23,1.3,1.8,2.2,24.5,F,19,1,1,0,P,0,4,3,2,Completed
2.1,2.2,2.2,1.8,1.8,26,2.2,26,2.1,23,2.3,24,1.9,2.1,2,24.8,F,18,0,1,0,G,1,4,4,2,Completed
1.5,1.6,1.6,1.4,1.4,32,1.7,32,1.9,0,5,8,5,3.4,1.5,18,F,18,1,0,1,P,0,2,3,3,Not Completed
2,1.8,1.8,1.8,1.6,29,1.8,26,1.9,27,1.5,29,1.4,1.7,1.8,27.8,F,19,0,1,0,G,1,2,3,2,Completed
2.3,2,2.2,2.2,1.8,29,2,29,2.4,0,5,0,5,3.6,2.1,14.5,F,19,0,1,0,G,0,2,3,3,Not Completed
1.2,1.2,1.2,1.2,1,29,5,0,5,0,5,0,5,5,1.2,7.3,F,19,1,0,1,G,0,2,4,2,Not Completed
1.6,2,2,2,1.6,26,2,26,2,32,5,0,5,3.5,1.9,21,F,19,1,0,1,G,0,2,3,3,Not Completed
1.5,1.8,1.8,1.6,1.6,29,1.9,29,1.9,29,1.9,27,1.9,1.9,1.7,28.5,F,19,0,1,0,G,0,3,4,2,Not Completed
2.4,2.4,2,2.2,2,30,5,0,5,0,5,0,5,5,2.2,7.5,M,20,0,1,0,G,0,4,4,2,Not Completed
2.3,2.2,2,2,1.6,30,2.3,0,5,0,5,0,5,4.3,2,7.5,M,19,1,0,1,G,0,2,3,3,Not Completed
2.1,1.8,2.2,1.8,1.8,25,2.7,20,2.3,26,2.4,25,1.9,2.3,1.9,24,M,19,1,1,0,P,0,2,3,3,Completed
2,1.6,1.6,1.8,2,25,2,24,2.2,24,2.2,23,2.7,2.3,1.8,24,M,19,0,1,0,P,0,3,3,3,Completed
1.8,1.8,2,2,1.6,17,1.9,26,2.1,0,5,26,1.9,2.7,1.9,17.3,F,20,0,1,0,G,0,3,3,2,Not Completed
1.6,1.4,1.2,1.4,1.1,29,1.4,29,1.3,29,1.3,29,1.2,1.3,1.3,29,M,18,0,1,0,P,1,4,4,4,Completed
1.9,2,2,1.8,1.6,29,5,0,5,0,5,0,5,5,1.9,7.3,M,20,1,1,0,G,0,2,3,2,Not Completed
1.9,1.8,1.8,1.6,1.4,26,2.5,22,5,0,5,0,5,4.4,1.7,12,M,18,0,1,0,G,0,2,3,3,Not Completed
1.4,1.4,1.4,1.4,1.1,29,1.7,26,1.6,15,1.7,17,1.2,1.6,1.3,21.8,F,19,1,0,1,G,0,3,4,3,Completed
2,1.7,1.8,1.8,1.6,17,1.8,20,2.1,0,5,0,5,3.5,1.7,9.3,F,19,0,1,0,G,0,2,3,3,Not Completed
1.8,1.6,1.6,1.6,1.4,29,1.9,29,1.9,29,1.6,0,5,2.6,1.6,21.8,F,19,0,1,0,G,0,2,3,2,Not Completed
1.6,1.4,1.4,1.4,1.2,26,1.7,25,1.6,22,1.7,22,1.6,1.7,1.4,23.8,F,19,1,0,1,G,1,4,4,2,Completed
2,2,2,2.2,1.8,29,1.8,29,1.8,26,1.8,26,1.3,1.7,2,27.5,F,20,0,1,0,G,0,4,3,2,Completed
1.6,2,2,2,1.8,29,2.1,29,2.3,0,5,0,5,3.6,2,14.5,F,21,0,1,0,G,0,3,4,4,Not Completed
2,2,1.6,1.6,1.4,26,2.3,24,2.7,20,2,26,2.2,2.3,1.7,24,M,19,0,1,0,G,1,2,3,3,Not Completed
2,1.8,1.6,1.6,1.8,26,2.3,24,2.1,17,1.9,26,1.9,2.1,1.7,23.3,M,20,0,1,0,G,1,4,3,3,Completed
2,2.2,2,1.6,1.6,26,5,21,5,0,5,0,5,5,1.9,11.8,M,20,0,1,0,G,0,2,3,3,Not Completed
2,1.8,1.6,1.6,1.6,26,2.1,26,2.3,0,5,0,5,3.6,1.7,13,M,18,0,1,0,G,0,4,3,3,Not Completed
2,2.2,1.8,1.6,1.6,26,2.3,26,2.8,0,5,0,5,3.8,1.8,13,M,18,0,1,0,P,0,4,3,2,Not Completed
2,1.8,1.6,1.6,1.4,26,2.1,26,2.4,0,5,0,5,3.6,1.6,13,M,19,0,1,0,G,0,2,3,3,Not Completed
1.2,1.4,1.4,1.4,1.2,26,1.4,26,1.5,23,1.4,17,1.2,1.4,1.4,23,F,18,1,1,0,P,0,4,3,3,Completed
2.2,1.8,2,1.6,1.6,30,2.2,29,2,33,2.2,32,2,2.1,1.8,31,M,20,0,1,0,G,1,4,3,2,Not Completed
1.8,1.8,2.4,2,2,30,3.7,0,5,0,5,0,5,4.7,2.1,7.5,M,19,1,0,1,G,0,2,4,2,Not Completed
2.5,2.2,2.2,2.4,2,29,2.4,29,2.7,29,2.4,27,2.5,2.5,2.2,28.5,M,19,0,1,0,G,1,3,3,3,Completed
2,1.8,1.6,1.8,1.8,29,2.1,29,2.5,29,2,27,2.2,2.2,1.8,28.5,M,19,0,1,0,G,1,3,4,2,Completed
2,1.6,1.6,1.8,1.6,29,2,29,2.3,29,1.9,27,1.9,2,1.7,28.5,M,18,0,1,0,G,1,4,4,2,Completed
1.8,2,2,2,2.2,30,2.2,29,5,0,5,0,5,4.3,2.1,14.8,M,19,1,1,0,G,0,2,4,3,Not Completed
1.5,1.6,1.6,1.6,1.4,29,2,29,2,24,2,0,5,2.8,1.6,20.5,F,19,0,1,0,G,0,3,3,3,Not Completed
2,1.8,1.5,1.6,1.6,29,1.9,29,2.1,29,1.7,27,1.7,1.9,1.6,28.5,F,19,0,1,0,G,1,4,4,4,Completed
2.4,2,1.8,1.8,1.8,30,2.1,29,2.1,33,2.2,32,1.8,2.1,1.9,31,M,18,0,1,0,G,1,3,3,2,Completed
2.1,1.8,1.6,1.6,1.2,23,1.8,29,1.8,26,1.5,21,1.5,1.7,1.6,24.8,F,18,0,1,0,P,0,4,3,2,Completed
1.7,2,2,2,1.6,30,1.7,29,2,0,5,0,5,3.4,1.9,14.8,F,19,0,1,0,G,0,4,3,3,Not Completed
2.2,1.8,1.8,1.6,1.6,29,2.1,29,2.2,29,2,29,1.8,2,1.7,29,F,19,0,1,0,G,1,3,3,2,Completed
1.7,1.6,1.8,1.8,1.6,29,2.3,26,2.1,21,2,20,1.8,2.1,1.7,24,F,19,0,1,0,G,1,3,3,3,Completed
1.9,1.6,1.6,1.6,1.4,29,5,0,5,0,5,0,5,5,1.6,7.3,F,19,1,0,1,G,0,2,4,4,Not Completed
1.6,1.6,1.8,1.6,1.4,26,2.7,25,2.4,25,2,27,2.8,2.5,1.6,25.8,F,18,1,0,1,G,0,2,3,3,Not Completed
1.6,1.6,1.4,1.4,1.4,29,5,0,5,0,5,0,5,5,1.5,7.3,F,19,0,1,0,G,0,2,3,3,Not Completed
2.5,2.2,2,2.2,2,20,2.2,26,3.3,0,5,0,5,3.9,2.1,11.5,M,21,0,1,0,P,0,3,3,3,Not Completed
2.2,1.6,1.6,1.6,1.4,26,5,0,5,0,5,0,5,5,1.6,6.5,F,19,0,1,0,P,0,2,4,4,Not Completed
1.6,1.6,1.4,1.4,1.4,32,1.7,32,2,0,5,0,5,3.4,1.5,16,F,19,1,1,0,G,0,4,3,3,Not Completed
1.9,1.6,1.8,1.6,1.6,25,2.5,24,2.4,0,5,0,5,3.7,1.7,12.3,F,19,0,1,0,G,0,3,4,3,Not Completed
1.9,1.6,1.8,1.6,1.5,25,2.4,24,2.5,0,5,0,5,3.7,1.6,12.3,F,18,0,1,0,G,0,3,4,4,Not Completed
1.6,1.4,1.4,1.5,1.4,29,1.8,29,1.9,23,1.9,20,1.9,1.9,1.4,25.3,F,19,0,1,0,G,1,2,4,4,Completed
1.3,1.6,1.6,1.6,1.6,29,1.7,29,1.7,29,1.6,29,1.3,1.6,1.6,29,F,18,0,1,0,G,1,3,3,3,Not Completed
1.3,1.4,1.2,1.4,1.2,29,5,0,5,0,5,0,5,5,1.3,7.3,F,18,1,1,0,G,0,3,4,2,Not Completed
2,1.8,1.6,1.4,1.4,29,1.9,29,2,0,5,0,5,3.5,1.6,14.5,F,18,0,1,0,G,0,3,4,2,Not Completed
2.2,2,1.8,2.4,2.2,29,1.9,27,2.1,27,1.9,28,2.1,2,2.1,27.8,F,19,0,1,0,G,1,2,3,2,Not Completed
1.6,1.8,1.8,2.2,2,29,1.9,27,1.9,0,5,0,5,3.5,2,14,F,18,1,1,0,G,0,3,3,2,Not Completed
2.2,2,2,2,1.8,25,2.7,21,2.4,0,5,0,5,3.8,2,11.5,M,19,1,1,0,G,0,2,4,2,Not Completed
2.4,2.4,2.4,2.2,1.9,25,2.6,24,5,27,2.5,14,5,3.8,2.2,22.5,M,19,0,1,0,P,0,3,3,3,Not Completed
2,1.6,1.8,2,1.7,25,2.3,24,2.6,0,5,0,5,3.7,1.8,12.3,F,19,1,0,1,G,0,2,3,2,Not Completed
1.9,1.6,1.4,1.6,1.4,29,1.9,29,1.9,29,1.7,27,1.7,1.8,1.5,28.5,F,19,0,1,0,P,1,3,3,3,Completed
2,2,1.8,1.8,1.8,29,2.1,29,2,25,1.8,23,1.9,2,1.9,26.5,F,19,0,1,0,P,1,2,3,3,Completed
2.4,2.2,2.2,2.2,2,25,2.7,24,2.6,22,2.7,15,2.5,2.6,2.2,21.5,M,19,1,0,1,P,0,2,3,3,Not Completed
2,1.8,1.8,1.8,1.8,29,2,27,2.2,29,1.7,27,1.6,1.9,1.8,28,F,18,0,1,0,G,1,2,3,3,Completed
1.9,1.8,2,2,2,25,2.5,24,2.5,26,2.2,23,2.9,2.5,2,24.5,M,18,1,0,1,G,0,3,3,2,Completed
1.6,1.4,1.4,1.4,1.2,25,1.8,24,2.4,26,1.9,25,1.7,2,1.4,25,F,19,1,0,1,G,1,3,3,3,Completed
2.2,2.2,2,2.2,1.6,26,1.9,26,2.1,0,5,29,1.8,2.7,2,20.3,F,20,0,1,0,G,1,3,4,3,Not Completed
2,1.8,1.8,2,1.6,29,1.9,26,2.1,0,5,26,1.8,2.7,1.8,20.3,F,20,0,1,0,G,1,2,3,3,Not Completed
1.6,1.4,1.4,1.2,1.2,29,1.9,29,2,29,1.6,27,1.9,1.9,1.3,28.5,F,19,0,1,0,G,0,4,4,4,Completed
1.4,1.4,1.2,1.4,1.2,25,1.8,22,2.2,26,1.9,0,5,2.7,1.3,18.3,F,19,1,1,0,G,0,2,3,3,Not Completed
1.5,1.6,1.6,1.4,1.4,32,1.7,32,2.1,32,1.8,30,1.6,1.8,1.5,31.5,M,18,0,1,0,G,0,4,3,2,Completed
1.3,1.3,1.4,1.2,1.2,29,1.4,32,1.6,0,5,29,1.6,2.4,1.3,22.5,F,19,1,1,0,G,0,3,4,4,Not Completed
2.2,1.9,2.1,2.4,1.8,26,2.5,26,2.1,0,5,0,5,3.7,2.1,13,F,19,0,1,0,G,0,2,4,3,Not Completed
2,1.8,2,2.4,2,30,2.8,29,2.6,33,2.2,32,2.4,2.5,2.1,31,M,20,1,1,0,P,1,4,3,3,Completed
1.6,1.4,1.6,1.6,1.2,25,1.9,24,2.1,26,2,25,1.8,2,1.5,25,F,19,0,1,0,G,1,4,3,2,Completed
2.5,2,2.2,2,1.8,26,2.2,26,2.1,32,2.1,12,2,2.1,2,24,M,19,0,1,0,G,0,2,3,3,Completed
