shs_gpa,coll_gpa,age,sex,is_boarding,is_living_with_family,is_province,is_scholar,father_educ,mother_educ,financial_status,IS_GRADUATE,feedback,sentiments,Department
1.3,1.7,23,0,0,1,1,0,4,2,3,Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.8,4.3,24,1,1,0,1,0,4,4,4,Not Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.4,1.4,23,0,0,1,0,1,4,4,3,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.6,3.5,23,0,0,1,0,0,3,3,2,Not Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,Student Affairs Office (SAO)
1.5,3.4,23,0,0,1,0,0,4,2,2,Not Completed,There are hidden charges that are not explained properly.,1,Accounting
1.8,4.3,22,0,0,1,1,0,4,4,2,Not Completed,Some professors are hard to approach.,1,College Department
1.3,1.5,22,0,1,0,1,0,4,2,3,Completed,Lack of student engagement programs.,1,Student Affairs Office (SAO)
1.9,2,23,0,0,1,0,1,4,2,2,Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.3,1.6,22,0,0,1,0,0,4,3,2,Completed,The staff are helpful in explaining tuition fees.,2,Accounting
1.5,1.8,23,0,0,1,0,0,4,3,4,Completed,There are hidden charges that are not explained properly.,1,Accounting
1.5,1.8,23,0,0,1,0,1,3,3,2,Completed,"Usahay, lisod kaayo makuha ang breakdown sa fees.",1,Accounting
1.3,1.5,22,0,0,1,0,0,4,3,2,Completed,There are both good and bad experiences in this department.,0,College Department
1.4,1.4,23,0,0,1,1,0,4,4,4,Completed,"Ang klase okay ra, pero depende sa instructor.",0,College Department
1.5,1.4,22,0,0,1,0,1,4,3,4,Completed,"The SAO staff are okay, but they could be more accommodating.",0,Student Affairs Office (SAO)
1.6,1.9,23,0,1,0,1,0,3,3,4,Completed,Usahay dugay mo-action ang SAO sa concerns sa students.,1,Student Affairs Office (SAO)
1.5,2,23,0,0,1,0,0,4,3,2,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.7,3.7,23,0,0,1,0,0,4,4,2,Not Completed,"Usahay, lisod kaayo makuha ang breakdown sa fees.",1,Accounting
1.6,2.1,23,0,0,1,0,1,4,3,3,Completed,The professors are very knowledgeable and supportive.,2,College Department
2,1.6,23,0,0,1,0,1,4,2,4,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.5,1.6,22,0,1,0,1,0,4,4,3,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.8,1.6,23,0,1,0,1,0,3,2,2,Completed,"Sometimes, the staff are not responsive.",1,Student Affairs Office (SAO)
1.8,1.8,23,0,0,1,0,0,3,3,2,Completed,Dili lisod ang transaction pero depende sa staff.,0,Accounting
1.5,2.4,23,0,1,0,1,0,3,2,3,Not Completed,The facilities in our department are well-maintained.,2,College Department
2.1,3.5,23,1,0,1,0,0,4,3,2,Not Completed,The SAO staff are friendly and approachable.,2,Student Affairs Office (SAO)
1.7,3.6,22,0,0,1,0,0,3,3,2,Not Completed,The office can be disorganized at times.,1,Student Affairs Office (SAO)
1.9,2.2,22,0,0,1,0,0,4,4,3,Completed,They provide great support for student organizations.,2,Student Affairs Office (SAO)
1.4,1.5,23,0,0,1,0,1,3,3,4,Completed,Usahay dugay mo-action ang SAO sa concerns sa students.,1,Student Affairs Office (SAO)
1.9,2.8,22,1,0,1,0,0,3,2,3,Not Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,Student Affairs Office (SAO)
1.2,1.7,24,0,0,1,0,1,4,2,2,Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,Student Affairs Office (SAO)
1.5,5,23,0,0,1,0,0,4,2,4,Not Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.7,2.2,24,1,0,1,0,0,4,4,4,Completed,Lack of modern equipment for practical lessons.,1,College Department
1.9,2.5,23,1,1,0,1,0,4,4,3,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.6,2.3,22,1,0,1,0,0,4,2,2,Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.5,1.8,23,1,0,1,1,0,3,2,2,Completed,The office can be disorganized at times.,1,Student Affairs Office (SAO)
1.8,4.5,23,1,0,1,0,0,4,2,3,Not Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.6,2,23,0,0,1,0,1,3,2,3,Completed,The classrooms are sometimes overcrowded.,1,College Department
1.4,1.8,23,0,0,1,0,1,4,4,2,Completed,There are hidden charges that are not explained properly.,1,Accounting
1.8,2.2,22,0,0,1,0,1,4,4,2,Not Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.5,3.6,22,0,0,1,1,0,3,2,4,Not Completed,The SAO staff are friendly and approachable.,2,Student Affairs Office (SAO)
1.6,2.1,22,0,0,1,0,0,4,3,3,Not Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,Student Affairs Office (SAO)
1.8,5,23,0,0,1,0,0,4,2,3,Not Completed,The staff are sometimes rude.,1,Accounting
1.5,1.9,24,1,1,0,1,1,4,2,4,Completed,Long lines at the accounting office.,1,Accounting
1.8,2,23,0,0,1,0,0,4,3,4,Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.8,3.4,23,1,1,0,1,0,4,2,2,Not Completed,The staff are sometimes rude.,1,Accounting
1.9,2.1,24,0,0,1,0,1,4,3,4,Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,Student Affairs Office (SAO)
1.5,1.7,23,1,1,0,1,0,4,4,4,Completed,"Sometimes, the staff are not responsive.",1,Student Affairs Office (SAO)
1.7,3.5,23,0,0,1,0,0,3,2,2,Not Completed,There are hidden charges that are not explained properly.,1,Accounting
1.8,2.3,23,0,0,1,0,1,4,2,2,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.9,2.2,22,0,0,1,0,1,4,3,4,Not Completed,Classes are well-organized and engaging.,2,College Department
1.3,2.6,22,0,0,1,0,0,4,4,2,Not Completed,"The fees are fair, but could be more transparent.",0,Accounting
1.4,3.6,23,0,0,1,0,0,4,4,2,Not Completed,They provide great support for student organizations.,2,Student Affairs Office (SAO)
1.4,1.4,22,0,0,1,0,1,3,3,4,Completed,Billing statements are always clear and detailed.,2,Accounting
1.4,1.7,22,0,0,1,0,0,4,4,4,Completed,"The office is fine, but the queueing system needs improvement.",0,Accounting
1.3,2,22,1,0,1,1,1,4,4,3,Not Completed,"Walay problema sa pagbayad, pero usahay dugay lang ang resibo.",0,Accounting
1.4,1.8,22,0,0,1,0,1,4,2,4,Completed,The SAO staff are friendly and approachable.,2,Student Affairs Office (SAO)
1.7,3.7,23,0,1,0,1,0,3,3,2,Not Completed,They provide great support for student organizations.,2,Student Affairs Office (SAO)
1.5,1.8,22,0,0,1,0,1,3,3,4,Completed,The classrooms are sometimes overcrowded.,1,College Department
1.5,1.8,23,0,0,1,0,1,4,2,2,Completed,Some professors are hard to approach.,1,College Department
1.7,1.9,23,1,1,0,1,0,4,3,3,Completed,The office can be disorganized at times.,1,Student Affairs Office (SAO)
1.6,1.9,22,0,1,0,1,0,4,3,2,Completed,The office can be disorganized at times.,1,Student Affairs Office (SAO)
1.3,4.2,22,0,0,1,0,0,4,2,2,Not Completed,The classrooms are sometimes overcrowded.,1,College Department
1.3,1.6,23,0,0,1,0,1,4,2,4,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
2.1,3.2,23,0,0,1,0,1,4,3,4,Not Completed,Lack of student engagement programs.,1,Student Affairs Office (SAO)
1.9,3.1,24,1,0,1,0,1,4,2,4,Not Completed,Classes are well-organized and engaging.,2,College Department
1.5,2.1,23,0,0,1,1,1,4,4,3,Completed,The office can be disorganized at times.,1,Student Affairs Office (SAO)
1.5,1.9,23,0,0,1,1,1,4,4,3,Completed,Long lines at the accounting office.,1,Accounting
1.7,1.8,22,1,0,1,0,1,3,3,3,Completed,The classrooms are sometimes overcrowded.,1,College Department
2,2.1,23,0,0,1,0,0,4,4,2,Completed,There are hidden charges that are not explained properly.,1,Accounting
2,3.4,23,0,0,1,0,0,3,3,3,Not Completed,Dugay kaayo mohatag ug grades ang uban instructors.,1,College Department
1.5,2,23,0,0,1,0,0,4,2,2,Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,Student Affairs Office (SAO)
1.7,2.7,25,1,0,1,0,0,4,2,3,Not Completed,Lack of student engagement programs.,1,Student Affairs Office (SAO)
1.7,3.6,23,1,0,1,0,0,3,2,4,Not Completed,"Usahay, walay klaro ang schedule sa klase.",1,College Department
1.7,3.5,23,0,1,0,1,0,4,3,2,Not Completed,There are both good and bad experiences in this department.,0,College Department
1.6,3.5,23,1,0,1,0,0,4,2,2,Not Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.4,1.7,23,0,1,0,1,1,4,2,3,Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,Student Affairs Office (SAO)
1.9,3.7,23,1,0,1,0,0,3,2,4,Not Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,Student Affairs Office (SAO)
2.3,3.1,23,1,0,1,0,0,4,3,2,Not Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.4,1.9,24,0,0,1,0,1,4,2,3,Completed,Dugay kaayo mohatag ug grades ang uban instructors.,1,College Department
1.6,1.8,23,1,1,0,1,0,3,2,4,Not Completed,Some professors are hard to approach.,1,College Department
1.6,1.9,22,0,0,1,0,0,3,3,2,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.6,2,23,0,0,1,0,1,4,4,2,Completed,"Usahay, walay klaro ang schedule sa klase.",1,College Department
1.8,4.4,23,1,0,1,0,0,4,3,2,Not Completed,There are both good and bad experiences in this department.,0,College Department
1.9,3.7,23,1,0,1,0,1,3,2,3,Completed,Billing statements are always clear and detailed.,2,Accounting
2,3.5,22,1,0,1,0,0,4,2,3,Not Completed,Classes are well-organized and engaging.,2,College Department
1.7,4.2,23,0,0,1,0,0,3,3,4,Not Completed,"Walay problema sa pagbayad, pero usahay dugay lang ang resibo.",0,Accounting
1.9,3.7,23,1,0,1,0,0,3,3,3,Not Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.6,2.9,23,0,1,0,1,0,4,4,4,Not Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,Student Affairs Office (SAO)
1.5,2.6,22,0,0,1,0,0,3,2,4,Not Completed,The office can be disorganized at times.,1,Student Affairs Office (SAO)
1.6,2.1,23,0,0,1,0,1,3,3,4,Not Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.3,3.4,23,0,0,1,0,0,4,2,2,Not Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.5,1.8,23,0,1,0,1,1,4,3,2,Not Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.7,2.2,22,0,0,1,0,0,3,3,2,Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.7,3.4,23,1,0,1,0,0,4,3,3,Not Completed,"Maayo man ang ilang mga events, pero naay uban na walay klaro.",0,Student Affairs Office (SAO)
1.7,5,23,0,0,1,0,0,4,2,2,Not Completed,Lack of student engagement programs.,1,Student Affairs Office (SAO)
1.5,3.4,23,0,0,1,0,0,3,2,4,Not Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.5,2.6,23,0,0,1,0,0,3,3,3,Not Completed,The classrooms are sometimes overcrowded.,1,College Department
1.6,1.9,23,0,0,1,0,1,3,3,3,Not Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.6,5,23,0,0,1,1,0,3,2,2,Not Completed,They provide great support for student organizations.,2,Student Affairs Office (SAO)
1.3,1.8,23,1,0,1,1,1,3,3,2,Completed,Usahay dugay mo-action ang SAO sa concerns sa students.,1,Student Affairs Office (SAO)
1.3,1.7,23,0,0,1,0,1,3,2,2,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.8,3.7,22,0,0,1,0,0,4,4,3,Not Completed,"Usahay, walay klaro ang schedule sa klase.",1,College Department
1.9,3.8,23,1,0,1,0,0,3,3,2,Not Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.7,3.6,24,1,1,0,1,0,3,2,2,Not Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.8,3.5,23,0,1,0,1,0,3,2,2,Not Completed,There are hidden charges that are not explained properly.,1,Accounting
1.6,1.7,23,0,0,1,0,1,3,2,3,Completed,"The office is fine, but the queueing system needs improvement.",0,Accounting
1.8,2.1,23,0,0,1,0,1,3,3,3,Completed,Billing statements are always clear and detailed.,2,Accounting
1.8,4.3,23,1,0,1,1,0,3,2,2,Not Completed,"Sometimes, the staff are not responsive.",1,Student Affairs Office (SAO)
2.1,3.6,24,0,0,1,1,0,4,4,4,Not Completed,The accounting office processes payments quickly.,2,Accounting
1.6,1.5,22,0,0,1,0,0,3,2,3,Completed,"Ang klase okay ra, pero depende sa instructor.",0,College Department
1.6,1.6,22,0,1,0,1,0,3,3,3,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.5,1.8,23,0,1,0,1,0,3,3,2,Completed,The accounting office processes payments quickly.,2,Accounting
1.6,3.4,22,0,0,1,0,0,4,3,3,Not Completed,"The services are fine, but could use improvement.",0,Student Affairs Office (SAO)
1.8,5,23,0,0,1,0,0,4,3,3,Not Completed,"Usahay, walay klaro ang schedule sa klase.",1,College Department
1.6,3.3,24,0,0,1,0,0,3,2,3,Not Completed,The classrooms are sometimes overcrowded.,1,College Department
1.6,3.6,23,1,0,1,0,0,3,2,4,Not Completed,Some professors are hard to approach.,1,College Department
1.6,1.9,23,0,0,1,1,0,3,3,3,Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,Student Affairs Office (SAO)
1.5,3.5,23,1,0,1,1,0,4,4,4,Not Completed,The professors are very knowledgeable and supportive.,2,College Department
1.7,3.3,23,0,0,1,0,0,3,3,3,Not Completed,There are hidden charges that are not explained properly.,1,Accounting
2,3.9,23,1,1,0,1,0,3,2,2,Not Completed,Dili lisod ang transaction pero depende sa staff.,0,Accounting
1.8,2.3,24,1,0,1,0,1,3,2,4,Completed,The professors are very knowledgeable and supportive.,2,College Department
1.3,1.6,23,1,1,0,1,0,3,2,2,Not Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
2.1,3.6,23,0,0,1,0,0,4,4,3,Not Completed,The staff are helpful in explaining tuition fees.,2,Accounting
1.7,2.3,22,0,1,0,1,0,3,3,4,Not Completed,Billing statements are always clear and detailed.,2,Accounting
2,3.5,26,1,0,1,0,0,3,3,3,Not Completed,Billing statements are always clear and detailed.,2,Accounting
2.1,4.5,23,1,0,1,0,0,3,3,3,Not Completed,"The department is okay, but improvements can be made.",0,College Department
2,2.2,23,1,0,1,0,1,3,3,2,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.9,5,22,0,1,0,1,0,3,3,2,Not Completed,Billing statements are always clear and detailed.,2,Accounting
1.9,3.4,23,1,0,1,0,0,3,3,4,Not Completed,The staff are helpful in explaining tuition fees.,2,Accounting
1.8,4.6,24,1,1,0,1,0,4,3,4,Not Completed,"Maayo man ang ilang mga events, pero naay uban na walay klaro.",0,Student Affairs Office (SAO)
1.5,1.9,23,0,0,1,1,0,3,3,3,Completed,There are hidden charges that are not explained properly.,1,Accounting
1.8,3.6,23,1,0,1,0,0,4,4,2,Not Completed,"The fees are fair, but could be more transparent.",0,Accounting
1.6,1.8,23,0,0,1,0,1,3,3,3,Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,Student Affairs Office (SAO)
1.9,3.4,22,0,1,0,1,0,3,3,3,Not Completed,Lack of student engagement programs.,1,Student Affairs Office (SAO)
1.9,3.5,23,0,0,1,1,0,3,3,4,Not Completed,Dugay kaayo mo-process ug payments.,1,Accounting
1.6,1.8,22,0,0,1,0,1,3,2,3,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
2.2,3.7,22,1,0,1,0,0,3,2,4,Not Completed,"Sometimes, the staff are not responsive.",1,Student Affairs Office (SAO)
1.8,3.7,22,0,1,0,1,0,3,3,3,Not Completed,The staff are sometimes rude.,1,Accounting
1.9,2.1,22,1,0,1,0,1,3,2,2,Completed,Classes are well-organized and engaging.,2,College Department
2.1,2.1,22,1,0,1,1,0,3,3,2,Completed,"Sometimes, the staff are not responsive.",1,Student Affairs Office (SAO)
1.8,3.7,23,1,0,1,0,0,4,3,3,Not Completed,"The office is fine, but the queueing system needs improvement.",0,Accounting
2.3,2.4,24,1,0,1,0,1,4,4,3,Completed,"Usahay, lisod kaayo makuha ang breakdown sa fees.",1,Accounting
2.1,4.3,23,0,0,1,1,0,3,3,3,Not Completed,The staff are helpful in explaining tuition fees.,2,Accounting
2,3.6,22,0,0,1,0,0,3,3,3,Not Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.7,1.9,23,0,0,1,0,1,4,2,3,Completed,Dili klaro ang process sa pagkuha ug event permits.,1,Student Affairs Office (SAO)
1.5,1.8,23,0,0,1,0,1,3,3,2,Completed,There are hidden charges that are not explained properly.,1,Accounting
1.7,2,24,0,0,1,0,1,3,2,3,Completed,There are hidden charges that are not explained properly.,1,Accounting
1.8,2.2,23,1,1,0,1,1,4,3,4,Completed,The staff are sometimes rude.,1,Accounting
1.4,2,23,0,0,1,1,1,3,3,2,Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.5,3.6,22,0,0,1,1,0,3,3,3,Not Completed,"Ang klase okay ra, pero depende sa instructor.",0,College Department
2,3.5,23,1,0,1,0,0,3,2,2,Not Completed,"Usahay, walay klaro ang schedule sa klase.",1,College Department
1.3,3.3,23,0,0,1,0,0,3,3,3,Not Completed,"Usahay, lisod kaayo makuha ang breakdown sa fees.",1,Accounting
1.9,4.3,23,1,0,1,0,0,3,3,2,Not Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.9,3.5,23,0,0,1,0,0,3,3,2,Not Completed,Dugay kaayo mo-process ug payments.,1,Accounting
2,3.5,23,0,1,0,1,0,4,4,2,Not Completed,The professors are very knowledgeable and supportive.,2,College Department
1.5,1.6,22,0,0,1,0,0,3,2,4,Completed,Some professors are hard to approach.,1,College Department
1.9,3.5,22,0,1,0,1,0,3,3,2,Not Completed,"The courses are okay, but could use more hands-on activities.",0,College Department
1.7,4.3,23,0,0,1,0,0,3,3,3,Not Completed,The accounting office processes payments quickly.,2,Accounting
2,4.3,22,1,0,1,0,0,3,3,4,Not Completed,Dugay kaayo mohatag ug grades ang uban instructors.,1,College Department
1.6,3.6,22,0,0,1,0,0,3,2,2,Not Completed,The SAO staff are friendly and approachable.,2,Student Affairs Office (SAO)
1.3,2,23,0,0,1,0,0,3,3,4,Completed,"Ang schedule sa klase sakto ra, pero usahay conflict sa uban subjects.",0,College Department
1.6,3.6,24,0,0,1,0,0,3,3,4,Not Completed,The staff are sometimes rude.,1,Accounting
1.6,1.9,23,0,0,1,0,1,4,2,3,Completed,Dugay kaayo mohatag ug grades ang uban instructors.,1,College Department
2.1,3.5,23,0,1,0,1,0,3,3,2,Not Completed,Lack of student engagement programs.,1,Student Affairs Office (SAO)
1.6,2,23,1,1,0,1,1,3,2,4,Not Completed,Lack of modern equipment for practical lessons.,1,College Department
1.6,2,23,0,0,1,0,1,3,3,3,Completed,Long lines at the accounting office.,1,Accounting
1.9,3.6,23,0,0,1,1,0,3,3,2,Not Completed,They provide great support for student organizations.,2,Student Affairs Office (SAO)
1.6,1.9,22,0,0,1,0,1,3,3,2,Completed,"Sometimes, the staff are not responsive.",1,Student Affairs Office (SAO)
1.6,1.8,22,0,0,1,0,1,3,3,4,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.4,5,23,0,0,1,0,0,4,4,2,Not Completed,The professors are very knowledgeable and supportive.,2,College Department
1.9,2,24,1,0,1,0,1,3,2,4,Completed,The classrooms are sometimes overcrowded.,1,College Department
2.1,2.3,25,1,0,1,0,1,3,2,4,Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.5,4.2,22,0,0,1,0,0,3,3,4,Not Completed,The staff are sometimes rude.,1,Accounting
1.5,1.6,23,0,0,1,0,1,3,3,2,Completed,The classrooms are sometimes overcrowded.,1,College Department
1.7,1.9,23,0,0,1,0,1,4,3,2,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.3,1.8,23,0,0,1,1,0,4,2,2,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
2,3.4,23,0,0,1,0,0,3,3,2,Not Completed,"Usahay, walay klaro ang schedule sa klase.",1,College Department
1.5,1.9,22,0,0,1,0,1,3,3,4,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.5,1.9,23,1,0,1,0,1,4,2,2,Completed,Dugay kaayo mo-process ug payments.,1,Accounting
1.8,3.7,23,1,0,1,0,0,4,4,4,Not Completed,"The office is fine, but the queueing system needs improvement.",0,Accounting
2,3.5,23,1,0,1,0,0,3,3,4,Not Completed,"Sometimes, the staff are not responsive.",1,Student Affairs Office (SAO)
1.7,3.6,23,1,0,1,0,0,3,3,3,Not Completed,Long lines at the accounting office.,1,Accounting
1.3,2.6,22,0,0,1,0,1,4,2,3,Not Completed,Dugay kaayo mo-process ug payments.,1,Accounting
2.1,2,24,0,0,1,0,1,3,3,2,Completed,Dugay kaayo mo-process ug payments.,1,Accounting
1.7,2,22,0,0,1,0,1,3,3,3,Completed,Dugay kaayo mohatag ug grades ang uban instructors.,1,College Department
1.6,1.8,23,0,0,1,0,0,3,3,4,Completed,"Usahay, lisod kaayo makuha ang breakdown sa fees.",1,Accounting
2,2.4,24,1,0,1,0,1,3,3,4,Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
1.4,3.5,23,0,0,1,0,0,4,4,2,Not Completed,"Sometimes, the staff are not responsive.",1,Student Affairs Office (SAO)
2.3,5,23,1,0,1,0,0,3,2,2,Not Completed,"Some activities are fun, but others are not well-planned.",0,Student Affairs Office (SAO)
1.3,1.4,22,0,0,1,1,1,3,3,3,Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.7,1.9,24,1,0,1,0,1,3,3,3,Completed,The facilities in our department are well-maintained.,2,College Department
1.5,1.6,24,0,0,1,1,0,3,3,2,Completed,The staff are helpful in explaining tuition fees.,2,Accounting
1.7,1.8,23,0,0,1,0,1,3,3,4,Completed,Classes are well-organized and engaging.,2,College Department
1.7,2,23,0,0,1,0,1,3,3,4,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
2.2,1.8,23,0,0,1,1,0,3,2,4,Completed,"The fees are fair, but could be more transparent.",0,Accounting
2,2.1,22,0,0,1,0,1,4,2,4,Completed,They provide great support for student organizations.,2,Student Affairs Office (SAO)
1.5,3.4,22,0,1,0,1,0,3,3,2,Not Completed,The classrooms are sometimes overcrowded.,1,College Department
1.8,1.7,23,0,0,1,0,1,3,2,2,Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,Student Affairs Office (SAO)
2.1,3.6,23,0,0,1,0,0,3,3,2,Not Completed,Lack of student engagement programs.,1,Student Affairs Office (SAO)
1.2,5,23,0,1,0,1,0,4,2,2,Not Completed,Classes are well-organized and engaging.,2,College Department
1.9,3.5,23,0,1,0,1,0,3,3,2,Not Completed,"The office is fine, but the queueing system needs improvement.",0,Accounting
1.7,1.9,23,0,0,1,0,0,4,2,3,Not Completed,Dugay kaayo mo-process ug payments.,1,Accounting
2.2,5,24,1,0,1,0,0,4,2,4,Not Completed,Ang mga instructors kay approachable ug maayo mo-explain.,2,College Department
2,4.3,23,1,1,0,1,0,3,3,2,Not Completed,Dili klaro ang process sa pagkuha ug event permits.,1,Student Affairs Office (SAO)
1.9,2.3,23,1,0,1,1,0,3,3,2,Completed,Lack of student engagement programs.,1,Student Affairs Office (SAO)
1.8,2.3,23,1,0,1,0,0,3,3,3,Completed,"The services are fine, but could use improvement.",0,Student Affairs Office (SAO)
1.9,2.7,24,0,0,1,0,0,3,2,3,Not Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.3,1.3,22,1,0,1,0,1,4,4,4,Completed,The professors are very knowledgeable and supportive.,2,College Department
1.9,5,24,1,0,1,1,0,3,2,2,Not Completed,Usahay dugay mo-action ang SAO sa concerns sa students.,1,Student Affairs Office (SAO)
1.7,4.4,22,1,0,1,0,0,3,3,2,Not Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,Student Affairs Office (SAO)
1.3,1.6,23,0,1,0,1,0,4,3,3,Completed,"Dali ra ang transaction sa accounting office, walay hasol.",2,Accounting
1.7,3.5,23,0,0,1,0,0,3,3,2,Not Completed,"The SAO is helpful sometimes, but not always available.",0,Student Affairs Office (SAO)
1.6,2.6,23,0,0,1,0,0,3,2,2,Not Completed,The staff are helpful in explaining tuition fees.,2,Accounting
1.4,1.7,23,0,1,0,1,1,4,2,4,Completed,Dugay kaayo mohatag ug grades ang uban instructors.,1,College Department
2,1.7,24,0,0,1,0,0,3,2,4,Completed,Dali ra duolon ang mga staff sa SAO ug andam sila mo-tabang.,2,Student Affairs Office (SAO)
2,3.6,25,0,0,1,0,0,4,4,3,Not Completed,"The SAO is helpful sometimes, but not always available.",0,Student Affairs Office (SAO)
1.7,2.3,23,1,0,1,0,1,3,3,2,Not Completed,Dugay kaayo mo-process ug payments.,1,Accounting
1.7,2.1,24,1,0,1,0,1,3,3,4,Completed,"Sometimes, the staff are not responsive.",1,Student Affairs Office (SAO)
1.9,5,24,1,0,1,0,0,3,3,2,Not Completed,The office can be disorganized at times.,1,Student Affairs Office (SAO)
1.7,3.6,22,1,0,1,0,0,3,3,4,Not Completed,Long lines at the accounting office.,1,Accounting
1.8,3.8,22,1,0,1,0,0,3,2,4,Not Completed,Dili lisod ang transaction pero depende sa staff.,0,Accounting
1.6,3.6,23,1,0,1,0,0,3,3,2,Not Completed,Maayo ang pag-handle sa student concerns sa SAO.,2,Student Affairs Office (SAO)
1.4,1.4,22,0,0,1,1,0,3,3,4,Completed,"The SAO is helpful sometimes, but not always available.",0,Student Affairs Office (SAO)
1.8,2.1,24,1,0,1,0,1,3,2,4,Not Completed,They provide great support for student organizations.,2,Student Affairs Office (SAO)
2.1,4.7,23,1,1,0,1,0,4,2,2,Not Completed,"The SAO staff are okay, but they could be more accommodating.",0,Student Affairs Office (SAO)
2.2,2.5,23,1,0,1,0,1,3,3,3,Completed,There are hidden charges that are not explained properly.,1,Accounting
1.8,2.2,23,1,0,1,0,1,4,2,3,Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.7,2,22,1,0,1,0,1,4,2,4,Completed,"The office is fine, but the queueing system needs improvement.",0,Accounting
2.1,4.3,23,1,0,1,1,0,4,3,2,Not Completed,"Maayo kaayo ang training sa among course, daghan mi makat-unan.",2,College Department
1.6,2.8,23,0,0,1,0,0,3,3,3,Not Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.6,1.9,23,0,0,1,0,1,4,4,4,Completed,The professors are very knowledgeable and supportive.,2,College Department
1.9,2.1,22,1,0,1,0,1,3,2,3,Completed,The student activities are well-organized and fun.,2,Student Affairs Office (SAO)
1.6,1.7,22,0,0,1,0,0,3,2,4,Completed,Maayo ug accommodating ang mga taga-accounting.,2,Accounting
1.9,3.4,23,0,0,1,0,0,3,3,4,Not Completed,Long lines at the accounting office.,1,Accounting
